date,symbol,open,high,low,close,volume,sma,adx,dema,ema,rsi,standardDeviation,tema,williams,wma
23-04-2018,META,167.27,168.45,165.09,165.84,23088102,165.84,100,165.84,165.84,0,0,165.84,-77.67857142857133,165.84
20-04-2018,META,167.79,168.43,165.81,166.28,19119438,166.28,100,166.28,166.28,0,0,166.28,-82.06106870229016,166.28
19-04-2018,META,166.2,168.33,165.2,168.1,22235000,168.1,100,168.1,168.1,100,0,168.1,-7.348242811502123,168.1
18-04-2018,META,166.88,168.12,165.77,166.36,20969600,166.36,0,166.36,166.36,0,0,166.36,-74.8936170212764,166.36
17-04-2018,META,165.83,169.0,165.66,168.66,22743029,168.66,100,168.66,168.66,100,0,168.66,-10.179640718562965,168.66
16-04-2018,META,165.72,165.78,163.39,164.83,18119435,164.83,100,164.83,164.83,100,0,164.83,-39.748953974894675,164.83
13-04-2018,META,164.58,165.7,163.77,164.52,19990600,164.52,0,164.52,164.52,100,0,164.52,-61.13989637305656,164.52
12-04-2018,META,166.98,167.45,163.1,163.87,38263000,163.87,100,163.87,163.87,0,0,163.87,-82.29885057471239,163.87
11-04-2018,META,165.36,168.65,163.25,166.32,56144633,166.32,100,166.32,166.32,100,0,166.32,-43.14814814814834,166.32
10-04-2018,META,157.93,165.98,157.01,165.04,58947041,165.04,100,165.04,165.04,100,0,165.04,-10.479375696766976,165.04
09-04-2018,META,157.82,160.53,156.04,157.93,34915227,157.93,100,157.93,157.93,100,0,157.93,-57.906458797327154,157.93
06-04-2018,META,157.73,161.42,156.81,157.2,41644812,157.2,0,157.2,157.2,0,0,157.2,-91.5401301518441,157.2
05-04-2018,META,161.56,161.57,156.65,159.34,41449609,159.34,100,159.34,159.34,100,0,159.34,-45.32520325203242,159.34
04-04-2018,META,152.03,155.56,150.51,155.1,49885600,155.1,100,155.1,155.1,0,0,155.1,-9.108910891089248,155.1
03-04-2018,META,156.55,157.39,150.81,156.11,42543900,156.11,100,156.11,156.11,100,0,156.11,-19.45288753799355,156.11
02-04-2018,META,157.81,159.2,154.11,155.39,36796000,155.39,100,155.39,155.39,0,0,155.39,-74.85265225933243,155.39
29-03-2018,META,155.15,161.42,154.14,159.79,59434300,159.79,100,159.79,159.79,100,0,159.79,-22.390109890109823,159.79
28-03-2018,META,151.65,155.88,150.8,153.03,60029200,153.03,0,153.03,153.03,100,0,153.03,-56.10236220472448,153.03
27-03-2018,META,156.31,162.85,150.75,152.22,79117000,152.22,100,152.22,152.22,0,0,152.22,-87.85123966942149,152.22
26-03-2018,META,160.82,161.1,149.02,160.06,126116634,160.06,100,160.06,160.06,100,0,160.06,-8.609271523178753,160.06
23-03-2018,META,165.44,167.1,159.02,159.39,53609706,159.39,100,159.39,159.39,0,0,159.39,-95.4207920792082,159.39
22-03-2018,META,166.13,170.27,163.72,164.89,73743000,164.89,0,164.89,164.89,0,0,164.89,-82.13740458015289,164.89
21-03-2018,META,164.8,173.4,163.3,169.39,106598834,169.39,100,169.39,169.39,100,0,169.39,-39.702970297029914,169.39
20-03-2018,META,167.47,170.2,161.95,168.15,129851800,168.15,100,168.15,168.15,0,0,168.15,-24.84848484848464,168.15
19-03-2018,META,177.01,177.17,170.06,172.56,88140100,172.56,100,172.56,172.56,0,0,172.56,-64.8382559774964,172.56
16-03-2018,META,184.49,185.33,183.41,185.09,24403438,185.09,100,185.09,185.09,100,0,185.09,-12.50000000000037,185.09
15-03-2018,META,183.24,184.0,182.19,183.86,15645035,183.86,0,183.86,183.86,0,0,183.86,-7.734806629833491,183.86
14-03-2018,META,182.6,184.25,181.85,184.19,16821728,184.19,0,184.19,184.19,100,0,184.19,-2.500000000000089,184.19
13-03-2018,META,185.61,185.99,181.11,181.88,18067500,181.88,100,181.88,181.88,0,0,181.88,-84.2213114754102,181.88
12-03-2018,META,185.23,186.1,184.22,184.76,15301229,184.76,100,184.76,184.76,0,0,184.76,-71.2765957446812,184.76
09-03-2018,META,183.91,185.51,183.21,185.23,18526300,185.23,100,185.23,185.23,100,0,185.23,-12.1739130434784,185.23
08-03-2018,META,183.56,184.4,181.45,182.34,17225946,182.34,100,182.34,182.34,0,0,182.34,-69.83050847457595,182.34
07-03-2018,META,178.74,183.82,178.07,183.71,19097300,183.71,100,183.71,183.71,100,0,183.71,-1.9130434782606125,183.71
06-03-2018,META,181.78,182.38,179.11,179.78,15086800,179.78,100,179.78,179.78,0,0,179.78,-79.51070336391464,179.78
05-03-2018,META,176.2,181.15,175.89,180.4,16189300,180.4,100,180.4,180.4,100,0,180.4,-14.258555133079795,180.4
02-03-2018,META,173.29,177.11,172.99,176.62,20025905,176.62,100,176.62,176.62,100,0,176.62,-11.893203883495351,176.62
01-03-2018,META,179.01,180.12,174.41,175.94,23201626,175.94,100,175.94,175.94,0,0,175.94,-73.20490367775834,175.94
28-02-2018,META,182.3,182.88,178.14,178.32,18783039,178.32,100,178.32,178.32,0,0,178.32,-96.2025316455695,178.32
27-02-2018,META,184.45,184.7,181.46,181.46,15849806,181.46,100,181.46,181.46,0,0,181.46,-100.0,181.46
26-02-2018,META,184.58,185.66,183.22,184.93,17599703,184.93,100,184.93,184.93,100,0,184.93,-29.91803278688485,184.93
23-02-2018,META,179.9,183.39,179.51,183.29,19007300,183.29,100,183.29,183.29,100,0,183.29,-2.5773195876287227,183.29
22-02-2018,META,178.7,180.21,177.41,178.99,18464200,178.99,0,178.99,178.99,100,0,178.99,-43.57142857142835,178.99
